,EVENT,BOUT,FIGHTER_RED,FIGHTER_BLUE,KD_RED,KD_BLUE,SIG_STR_LAND_RED,SIG_STR_ATT_RED,SIG_STR_LAND_BLUE,SIG_STR_ATT_BLUE,TOTAL_STR_LAND_RED,TOTAL_STR_ATT_RED,TOTAL_STR_LAND_BLUE,TOTAL_STR_ATT_BLUE,TD_RED,TD_ATT_RED,TD_BLUE,TD_ATT_BLUE,SUB_ATT_RED,SUB_ATT_BLUE,REV_RED,REV_BLUE,CTRL_TIME_RED(sec),CTRL_TIME-BLUE(sec),HEAD_LAND_RED,HEAD_ATT_RED,HEAD_LAND_BLUE,HEAD_ATT_BLUE,BODY_LAND_RED,BODY_ATT_RED,BODY_LAND_BLUE,BODY_ATT_BLUE,LEG_LAND_RED,LEG_ATT_RED,LEG_LAND_BLUE,LEG_ATT_BLUE,STD_STR_LAND_RED,STD_STR_ATT_RED,STD_STR_LAND_BLUE,STD_STR_ATT_BLUE,CLINCH_STR_LAND_RED,CLINCH_STR_ATT_RED,CLINCH_STR_LAND_BLUE,CLINCH_STR_ATT_BLUE,GRD_STR_LAND_RED,GRD_STR_ATT_RED,GRD_STR_LAND_BLUE,GRD_STR_ATT_BLUE,WIN_BY,Fight_Time_(sec),LAST_ROUND,FORMAT,WINNER,WeightClass,TitleFight
71,UFC Fight Night: Tsarukyan vs Gamrot,Josh Parisian vs Alan Baudot,Josh Parisian,Alan Baudot,0,1,42,68,49,75,102,156,56,82,3,4,0,0,0,0,0,0,189,103,27,53,34,59,11,11,8,9,4,4,7,7,22,39,23,47,2,4,11,11,18,25,15,17,KO/TKO ,484,2,3,Josh Parisian,Heavyweight Bout,No
72,UFC Fight Night: Tsarukyan vs Gamrot,Shavkat Rakhmonov vs Neil Magny,Neil Magny,Shavkat Rakhmonov,0,0,11,22,19,36,21,35,56,79,0,0,2,2,0,1,0,0,7,546,6,16,17,34,2,2,2,2,3,4,0,0,8,16,5,10,0,0,0,0,3,6,14,26,Submission ,598,2,3,Shavkat Rakhmonov,Welterweight Bout,No
73,UFC Fight Night: Tsarukyan vs Gamrot,Mateusz Gamrot vs Arman Tsarukyan,Arman Tsarukyan,Mateusz Gamrot,1,0,95,247,81,138,110,264,108,166,1,8,6,21,0,0,0,0,99,298,43,182,68,121,39,48,9,12,13,17,4,5,88,235,73,129,3,6,4,5,4,6,4,4,Decision - Unanimous ,1500,5,5,Mateusz Gamrot,Lightweight Bout,No
74,UFC Fight Night: Kattar vs Emmett,Roman Dolidze vs Kyle Daukaus,Roman Dolidze,Kyle Daukaus,2,0,8,15,4,9,10,17,5,10,0,0,0,0,0,0,0,0,36,0,8,14,1,6,0,1,1,1,0,0,2,2,0,4,4,9,3,3,0,0,5,8,0,0,KO/TKO ,73,1,3,Roman Dolidze,Middleweight Bout,No
75,UFC Fight Night: Kattar vs Emmett,Phil Hawes vs Deron Winn,Phil Hawes,Deron Winn,1,0,118,175,32,111,126,191,34,114,1,3,0,0,0,0,0,0,47,0,99,152,24,101,17,21,4,6,2,2,4,4,89,138,29,100,14,18,3,11,15,19,0,0,KO/TKO ,565,2,3,Phil Hawes,Middleweight Bout,No
76,UFC Fight Night: Kattar vs Emmett,Cody Stamann vs Eddie Wineland,Eddie Wineland,Cody Stamann,0,1,3,7,27,38,3,7,32,43,0,0,0,0,0,0,0,0,0,7,1,5,23,34,2,2,3,3,0,0,1,1,3,6,9,16,0,1,12,16,0,0,6,6,KO/TKO ,59,1,3,Cody Stamann,Bantamweight Bout,No
77,UFC Fight Night: Kattar vs Emmett,Maria Oliveira vs Gloria de Paula,Maria Oliveira,Gloria de Paula,0,0,96,297,105,190,99,303,116,205,2,4,2,3,0,0,0,0,95,49,66,247,75,155,12,23,11,15,18,27,19,20,94,294,98,182,2,3,7,7,0,0,0,1,Decision - Split ,900,3,3,Maria Oliveira,Women's Strawweight Bout,No
78,UFC Fight Night: Kattar vs Emmett,Ricardo Ramos vs Danny Chavez,Ricardo Ramos,Danny Chavez,1,0,4,14,3,9,4,14,3,9,0,0,0,0,0,0,0,0,1,0,3,12,2,7,1,2,0,0,0,0,1,2,4,14,3,8,0,0,0,1,0,0,0,0,KO/TKO ,72,1,3,Ricardo Ramos,Featherweight Bout,No
79,UFC Fight Night: Kattar vs Emmett,Jeremiah Wells vs Court McGee,Court McGee,Jeremiah Wells,0,1,3,8,7,16,3,8,7,16,0,0,0,0,0,0,0,0,0,2,0,4,7,16,2,3,0,0,1,1,0,0,3,8,5,14,0,0,0,0,0,0,2,2,KO/TKO ,94,1,3,Jeremiah Wells,Welterweight Bout,No
80,UFC Fight Night: Kattar vs Emmett,Natalia Silva vs Jasmine Jasudavicius,Jasmine Jasudavicius,Natalia Silva,0,0,31,101,96,185,40,116,120,213,0,6,2,3,0,0,0,0,217,67,12,72,55,137,18,27,18,24,1,2,23,24,27,95,85,169,4,6,1,1,0,0,10,15,Decision - Unanimous ,900,3,3,Natalia Silva,Women's Flyweight Bout,No
81,UFC Fight Night: Kattar vs Emmett,Adrian Yanez vs Tony Kelley,Adrian Yanez,Tony Kelley,1,0,35,67,20,49,36,68,21,50,0,0,0,0,0,0,0,0,4,2,29,60,12,29,6,7,6,16,0,0,2,4,29,60,20,48,1,2,0,1,5,5,0,0,KO/TKO ,229,1,3,Adrian Yanez,Bantamweight Bout,No
82,UFC Fight Night: Kattar vs Emmett,Gregory Rodrigues vs Julian Marquez,Julian Marquez,Gregory Rodrigues,0,3,13,42,49,72,13,42,50,74,0,0,0,0,0,0,0,0,0,52,8,36,46,67,0,1,3,5,5,5,0,0,13,36,33,49,0,6,3,6,0,0,13,17,KO/TKO ,198,1,3,Gregory Rodrigues,Middleweight Bout,No
83,UFC Fight Night: Kattar vs Emmett,Damir Ismagulov vs Guram Kutateladze,Damir Ismagulov,Guram Kutateladze,0,0,79,192,78,187,83,197,80,190,0,6,1,7,0,0,0,0,46,39,63,173,29,129,14,17,28,33,2,2,21,25,76,184,64,170,3,8,13,16,0,0,1,1,Decision - Split ,900,3,3,Damir Ismagulov,Lightweight Bout,No
84,UFC Fight Night: Kattar vs Emmett,Joaquin Buckley vs Albert Duraev,Joaquin Buckley,Albert Duraev,2,0,27,105,10,50,30,108,17,60,0,0,2,9,0,0,0,0,22,108,15,80,3,38,11,24,3,6,1,1,4,6,23,98,9,49,3,6,1,1,1,1,0,0,TKO - Doctor's Stoppage ,600,2,3,Joaquin Buckley,Middleweight Bout,No
85,UFC Fight Night: Kattar vs Emmett,Kevin Holland vs Tim Means,Tim Means,Kevin Holland,0,0,21,46,36,90,25,52,53,109,2,5,0,1,0,1,0,0,90,9,8,25,26,71,11,17,3,9,2,4,7,10,20,45,33,85,1,1,3,5,0,0,0,0,Submission ,388,2,3,Kevin Holland,Welterweight Bout,No
86,UFC Fight Night: Kattar vs Emmett,Josh Emmett vs Calvin Kattar,Calvin Kattar,Josh Emmett,0,0,130,375,107,332,131,376,107,332,0,0,0,4,0,0,0,0,0,4,114,351,73,286,15,23,26,37,1,1,8,9,130,375,106,330,0,0,1,2,0,0,0,0,Decision - Split ,1500,5,5,Josh Emmett,Featherweight Bout,No
87,UFC 275: Teixeira vs Prochazka,Joselyne Edwards vs Ramona Pascual,Ramona Pascual,Joselyne Edwards,0,0,63,109,164,268,65,113,175,280,1,11,0,3,0,0,0,0,62,52,23,63,22,83,20,24,65,98,20,22,77,87,44,86,152,251,19,23,12,17,0,0,0,0,Decision - Unanimous ,900,3,3,Joselyne Edwards,Women's Featherweight Bout,No
88,UFC 275: Teixeira vs Prochazka,Silvana Gomez Juarez vs Liang Na,Liang Na,Silvana Gomez Juarez,0,1,4,17,8,12,4,17,10,14,0,2,0,0,0,0,0,0,9,0,4,17,8,12,0,0,0,0,0,0,0,0,4,17,6,9,0,0,2,3,0,0,0,0,KO/TKO ,82,1,3,Silvana Gomez Juarez,Women's Strawweight Bout,No
89,UFC 275: Teixeira vs Prochazka,Kyung Ho Kang vs Batgerel Danaa,Kyung Ho Kang,Batgerel Danaa,0,0,100,155,109,284,100,155,110,286,0,2,0,1,0,0,0,0,0,3,82,134,68,223,2,4,19,36,16,17,22,25,99,153,103,276,1,2,5,7,0,0,1,1,Decision - Unanimous ,900,3,3,Kyung Ho Kang,Bantamweight Bout,No
90,UFC 275: Teixeira vs Prochazka,Brendan Allen vs Jacob Malkoun,Brendan Allen,Jacob Malkoun,0,0,45,74,33,55,89,122,66,96,2,2,7,14,0,0,2,0,204,429,36,62,29,50,2,4,3,4,7,8,1,1,28,55,29,48,0,1,1,1,17,18,3,6,Decision - Unanimous ,900,3,3,Brendan Allen,Middleweight Bout,No
91,UFC 275: Teixeira vs Prochazka,Maheshate vs Steve Garcia,Maheshate,Steve Garcia,2,0,7,10,7,19,7,10,9,21,0,0,0,0,0,0,0,0,0,35,6,8,7,15,1,2,0,4,0,0,0,0,7,10,4,15,0,0,0,1,0,0,3,3,KO/TKO ,74,1,3,Maheshate,Lightweight Bout,No
92,UFC 275: Teixeira vs Prochazka,Josh Culibao vs SeungWoo Choi,SeungWoo Choi,Josh Culibao,0,2,46,163,51,111,64,184,69,132,1,2,0,0,0,0,0,0,150,58,29,137,40,97,6,14,7,9,11,12,4,5,39,147,40,95,4,10,6,8,3,6,5,8,Decision - Split ,900,3,3,Josh Culibao,Featherweight Bout,No
93,UFC 275: Teixeira vs Prochazka,Jack Della Maddalena vs Ramazan Emeev,Jack Della Maddalena,Ramazan Emeev,1,0,18,36,7,24,18,36,7,24,0,0,1,2,0,1,0,0,3,25,11,26,6,22,7,10,1,2,0,0,0,0,11,29,7,24,3,3,0,0,4,4,0,0,KO/TKO ,152,1,3,Jack Della Maddalena,Welterweight Bout,No
94,UFC 275: Teixeira vs Prochazka,Jake Matthews vs Andre Fialho,Andre Fialho,Jake Matthews,0,1,18,51,47,89,19,52,47,89,0,0,0,0,0,0,0,0,0,0,13,44,35,75,1,3,4,4,4,4,8,10,18,49,44,86,0,0,1,1,0,2,2,2,KO/TKO ,444,2,3,Jake Matthews,Welterweight Bout,No
95,UFC 275: Teixeira vs Prochazka,Zhang Weili vs Joanna Jedrzejczyk,Zhang Weili,Joanna Jedrzejczyk,1,0,69,102,43,85,94,130,44,86,3,6,0,0,0,0,0,0,169,0,52,80,20,56,12,15,9,9,5,7,14,20,29,59,39,81,5,5,4,4,35,38,0,0,KO/TKO ,448,2,3,Zhang Weili,Women's Strawweight Bout,No
96,UFC 275: Teixeira vs Prochazka,Valentina Shevchenko vs Taila Santos,Valentina Shevchenko,Taila Santos,0,0,77,139,55,102,234,309,128,180,3,5,3,3,1,3,0,2,255,529,46,100,18,58,12,18,11,15,19,21,26,29,65,123,45,89,7,10,4,5,5,6,6,8,Decision - Split ,1500,5,5,Valentina Shevchenko,Women's Flyweight Bout,Yes
97,UFC 275: Teixeira vs Prochazka,Jiri Prochazka vs Glover Teixeira,Glover Teixeira,Jiri Prochazka,0,0,111,161,120,205,159,212,157,245,5,17,0,0,1,1,2,4,587,269,98,145,106,190,12,15,12,13,1,1,2,2,45,86,76,142,6,7,8,11,60,68,36,52,Submission ,1472,5,5,Jiri Prochazka,Light Heavyweight Bout,Yes
98,UFC Fight Night: Volkov vs Rozenstruik,Erin Blanchfield vs JJ Aldrich,Erin Blanchfield,JJ Aldrich,0,0,48,100,32,71,68,121,38,77,0,4,2,6,1,0,0,0,56,42,29,76,29,66,11,11,3,5,8,13,0,0,46,96,31,68,2,4,1,3,0,0,0,0,Submission ,458,2,3,Erin Blanchfield,Women's Flyweight Bout,No
99,UFC Fight Night: Volkov vs Rozenstruik,Rinat Fakhretdinov vs Andreas Michailidis,Rinat Fakhretdinov,Andreas Michailidis,0,0,45,61,18,33,106,130,48,65,5,10,0,2,0,0,0,1,780,39,27,41,7,22,10,11,5,5,8,9,6,6,10,20,9,22,18,22,7,9,17,19,2,2,Decision - Unanimous ,900,3,3,Rinat Fakhretdinov,Welterweight Bout,No
100,UFC Fight Night: Volkov vs Rozenstruik,Jeff Molina vs Zhalgas Zhumagulov,Jeff Molina,Zhalgas Zhumagulov,0,0,56,148,37,112,129,226,68,146,0,0,2,13,0,0,0,0,14,332,43,133,10,74,6,7,17,26,7,8,10,12,49,139,28,103,5,7,9,9,2,2,0,0,Decision - Split ,900,3,3,Jeff Molina,Flyweight Bout,No
101,UFC Fight Night: Volkov vs Rozenstruik,Tony Gravely vs Johnny Munoz,Johnny Munoz,Tony Gravely,0,1,2,7,5,15,2,7,6,16,0,1,0,0,0,0,0,0,0,3,0,5,4,12,0,0,0,0,2,2,1,3,2,7,2,11,0,0,0,0,0,0,3,4,KO/TKO ,68,1,3,Tony Gravely,Bantamweight Bout,No
102,UFC Fight Night: Volkov vs Rozenstruik,Benoit Saint Denis vs Niklas Stolze,Niklas Stolze,Benoit Saint Denis,0,0,11,14,8,10,20,23,41,48,0,0,3,5,1,2,0,0,0,344,3,5,4,5,5,5,3,4,3,4,1,1,6,9,4,6,4,4,2,2,1,1,2,2,Submission ,392,2,3,Benoit Saint Denis,Lightweight Bout,No
103,UFC Fight Night: Volkov vs Rozenstruik,Damon Jackson vs Dan Argueta,Damon Jackson,Dan Argueta,0,0,32,53,27,59,47,71,103,141,2,4,1,3,1,0,1,1,625,164,23,44,24,56,6,6,3,3,3,3,0,0,19,40,16,42,5,5,10,15,8,8,1,2,Decision - Unanimous ,900,3,3,Damon Jackson,Featherweight Bout,No
104,UFC Fight Night: Volkov vs Rozenstruik,Joe Solecki vs Alex Da Silva,Joe Solecki,Alex Da Silva,0,1,33,82,35,76,91,144,54,96,1,4,0,0,3,0,0,0,291,355,32,81,20,58,0,0,11,12,1,1,4,6,30,77,29,67,1,3,1,2,2,2,5,7,Decision - Majority ,900,3,3,Joe Solecki,Lightweight Bout,No
105,UFC Fight Night: Volkov vs Rozenstruik,Karolina Kowalkiewicz vs Felice Herrig,Felice Herrig,Karolina Kowalkiewicz,0,0,55,122,82,123,59,126,102,146,0,2,0,2,0,2,0,0,1,190,34,92,54,94,20,28,23,24,1,2,5,5,49,116,57,96,6,6,17,18,0,0,8,9,Submission ,541,2,3,Karolina Kowalkiewicz,Women's Strawweight Bout,No
106,UFC Fight Night: Volkov vs Rozenstruik,Alonzo Menifield vs Askar Mozharov,Alonzo Menifield,Askar Mozharov,0,0,19,22,2,11,55,59,11,20,2,3,0,0,0,0,0,0,259,0,18,21,1,9,1,1,1,2,0,0,0,0,3,6,2,11,0,0,0,0,16,16,0,0,KO/TKO ,280,1,3,Alonzo Menifield,Light Heavyweight Bout,No
107,UFC Fight Night: Volkov vs Rozenstruik,Ode Osbourne vs Zarrukh Adashev,Ode Osbourne,Zarrukh Adashev,1,0,7,15,7,13,7,15,7,13,0,0,0,0,0,0,0,0,3,0,7,15,5,11,0,0,1,1,0,0,1,1,1,8,7,13,0,0,0,0,6,7,0,0,KO/TKO ,61,1,3,Ode Osbourne,Flyweight Bout,No
108,UFC Fight Night: Volkov vs Rozenstruik,Karine Silva vs Poliana Botelho,Karine Silva,Poliana Botelho,0,0,17,68,19,26,23,75,19,26,1,1,0,0,1,0,0,0,47,0,9,49,10,17,5,8,6,6,3,11,3,3,12,63,19,26,0,0,0,0,5,5,0,0,Submission ,295,1,3,Karine Silva,Women's Flyweight Bout,No
109,UFC Fight Night: Volkov vs Rozenstruik,Lucas Almeida vs Michael Trizano,Michael Trizano,Lucas Almeida,1,2,31,62,75,152,42,74,94,171,0,0,0,0,0,0,0,0,103,133,17,45,32,95,12,14,16,22,2,3,27,35,26,55,54,121,1,2,0,0,4,5,21,31,KO/TKO ,655,3,3,Lucas Almeida,Featherweight Bout,No
110,UFC Fight Night: Volkov vs Rozenstruik,Movsar Evloev vs Dan Ige,Dan Ige,Movsar Evloev,0,0,42,106,68,129,47,114,144,213,0,0,9,16,0,0,0,0,10,407,25,85,50,109,14,18,12,14,3,3,6,6,38,102,51,110,1,1,2,2,3,3,15,17,Decision - Unanimous ,900,3,3,Movsar Evloev,Featherweight Bout,No
111,UFC Fight Night: Volkov vs Rozenstruik,Alexander Volkov vs Jairzinho Rozenstruik,Alexander Volkov,Jairzinho Rozenstruik,0,0,21,37,6,18,21,37,6,18,0,0,0,0,0,0,0,0,0,0,10,26,3,15,5,5,0,0,6,6,3,3,21,37,6,18,0,0,0,0,0,0,0,0,KO/TKO ,132,1,5,Alexander Volkov,Heavyweight Bout,No
112,UFC Fight Night: Holm vs Vieira,Sam Hughes vs Elise Reed,Elise Reed,Sam Hughes,0,0,17,41,43,65,70,100,130,161,0,0,4,7,0,0,0,0,0,719,10,34,33,51,7,7,6,10,0,0,4,4,13,37,7,19,4,4,6,10,0,0,30,36,KO/TKO ,832,3,3,Sam Hughes,Women's Strawweight Bout,No
113,UFC Fight Night: Holm vs Vieira,Chase Hooper vs Felipe Colares,Chase Hooper,Felipe Colares,0,0,60,93,21,23,140,188,43,46,4,7,2,4,3,0,5,3,424,254,57,88,14,16,3,5,4,4,0,0,3,3,11,28,9,10,10,18,1,1,39,47,11,12,KO/TKO ,780,3,3,Chase Hooper,Featherweight Bout,No
114,UFC Fight Night: Holm vs Vieira,Jonathan Martinez vs Vince Morales,Jonathan Martinez,Vince Morales,0,0,88,154,51,153,88,154,62,164,2,2,0,0,0,0,0,1,41,14,41,98,33,127,18,22,15,23,29,34,3,3,86,151,48,149,2,3,2,3,0,0,1,1,Decision - Unanimous ,900,3,3,Jonathan Martinez,Bantamweight Bout,No
115,UFC Fight Night: Holm vs Vieira,Uros Medic vs Omar Morales,Omar Morales,Uros Medic,0,2,33,85,47,86,33,85,47,86,0,0,0,0,0,0,0,0,0,2,18,64,21,57,8,14,13,16,7,7,13,13,32,82,45,83,1,3,2,3,0,0,0,0,KO/TKO ,485,2,3,Uros Medic,Lightweight Bout,No
116,UFC Fight Night: Holm vs Vieira,Jailton Almeida vs Parker Porter,Jailton Almeida,Parker Porter,0,0,18,34,0,0,36,58,0,0,1,2,0,0,1,0,0,0,269,0,16,32,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,17,33,0,0,Submission ,275,1,3,Jailton Almeida,Heavyweight Bout,No
117,UFC Fight Night: Holm vs Vieira,Joseph Holmes vs Alen Amedovski,Joseph Holmes,Alen Amedovski,1,0,16,23,1,8,16,23,1,8,1,1,0,0,1,0,0,0,21,0,11,17,1,7,2,2,0,1,3,4,0,0,9,14,1,8,1,1,0,0,6,8,0,0,Submission ,64,1,3,Joseph Holmes,Middleweight Bout,No
118,UFC Fight Night: Holm vs Vieira,Junyong Park vs Eryk Anders,Eryk Anders,Junyong Park,0,0,65,142,105,184,75,155,108,187,3,24,0,1,0,0,0,1,285,31,45,112,74,152,17,25,16,17,3,5,15,15,56,131,85,161,9,11,20,23,0,0,0,0,Decision - Split ,900,3,3,Junyong Park,Middleweight Bout,No
119,UFC Fight Night: Holm vs Vieira,Tabatha Ricci vs Polyana Viana,Polyana Viana,Tabatha Ricci,0,0,36,97,33,73,126,212,72,126,0,0,5,10,0,0,0,0,9,571,18,74,11,43,11,14,3,8,7,9,19,22,29,86,21,57,3,7,0,1,4,4,12,15,Decision - Unanimous ,900,3,3,Tabatha Ricci,Women's Strawweight Bout,No
120,UFC Fight Night: Holm vs Vieira,Chidi Njokuani vs Dusko Todorovic,Chidi Njokuani,Dusko Todorovic,1,0,14,17,5,7,19,23,9,11,0,0,2,7,1,0,0,0,50,193,3,4,4,6,8,10,1,1,3,3,0,0,5,7,0,2,9,10,4,4,0,0,1,1,KO/TKO ,288,1,3,Chidi Njokuani,Middleweight Bout,No
121,UFC Fight Night: Holm vs Vieira,Michel Pereira vs Santiago Ponzinibbio,Santiago Ponzinibbio,Michel Pereira,0,0,105,220,110,216,106,221,110,216,1,4,0,0,0,0,0,0,18,1,78,185,52,143,13,18,42,56,14,17,16,17,103,217,108,214,1,1,2,2,1,2,0,0,Decision - Split ,900,3,3,Michel Pereira,Welterweight Bout,No
122,UFC Fight Night: Holm vs Vieira,Ketlen Vieira vs Holly Holm,Holly Holm,Ketlen Vieira,0,0,96,157,85,151,188,263,122,190,0,6,1,7,0,1,0,0,603,84,26,79,49,109,34,40,29,34,36,38,7,8,76,133,49,110,20,24,32,37,0,0,4,4,Decision - Split ,1500,5,5,Ketlen Vieira,Women's Bantamweight Bout,No
123,UFC Fight Night: Blachowicz vs Rakic,Andre Petroski vs Nick Maximov,Nick Maximov,Andre Petroski,0,0,4,11,1,10,4,11,1,10,0,1,0,0,0,1,0,0,0,23,2,7,0,8,2,3,0,0,0,1,1,2,4,11,1,10,0,0,0,0,0,0,0,0,Submission ,76,1,3,Andre Petroski,Middleweight Bout,No
124,UFC Fight Night: Blachowicz vs Rakic,Tatsuro Taira vs Carlos Candelario,Tatsuro Taira,Carlos Candelario,1,0,57,87,9,34,89,132,21,47,1,5,2,5,3,1,2,3,417,208,45,74,6,27,5,6,3,6,7,7,0,1,15,30,9,34,2,2,0,0,40,55,0,0,Decision - Unanimous ,900,3,3,Tatsuro Taira,Flyweight Bout,No
125,UFC Fight Night: Blachowicz vs Rakic,Virna Jandiroba vs Angela Hill,Virna Jandiroba,Angela Hill,0,0,14,60,21,55,92,151,44,86,3,8,1,2,0,0,0,1,424,128,13,52,14,42,1,8,7,13,0,0,0,0,13,58,19,52,1,2,2,2,0,0,0,1,Decision - Unanimous ,900,3,3,Virna Jandiroba,Women's Strawweight Bout,No
126,UFC Fight Night: Blachowicz vs Rakic,Michael Johnson vs Alan Patrick,Michael Johnson,Alan Patrick,1,0,30,48,22,47,40,61,30,56,1,1,0,5,0,0,0,0,121,12,18,35,7,30,9,9,9,11,3,4,6,6,25,43,20,42,2,2,2,5,3,3,0,0,KO/TKO ,502,2,3,Michael Johnson,Lightweight Bout,No
127,UFC Fight Night: Blachowicz vs Rakic,Viviane Araujo vs Andrea Lee,Viviane Araujo,Andrea Lee,0,1,39,79,47,82,96,160,64,103,3,5,1,2,2,0,0,0,640,48,25,63,34,65,9,11,9,13,5,5,4,4,32,66,36,64,0,0,7,11,7,13,4,7,Decision - Unanimous ,900,3,3,Viviane Araujo,Women's Flyweight Bout,No
128,UFC Fight Night: Blachowicz vs Rakic,Allan Nascimento vs Jake Hadley,Jake Hadley,Allan Nascimento,0,0,8,29,19,52,26,47,36,69,0,0,2,4,1,0,1,3,230,567,5,25,7,32,3,4,8,16,0,0,4,4,3,20,10,27,1,1,1,2,4,8,8,23,Decision - Unanimous ,900,3,3,Allan Nascimento,Flyweight Bout,No
129,UFC Fight Night: Blachowicz vs Rakic,Manuel Torres vs Frank Camacho,Frank Camacho,Manuel Torres,0,1,16,31,34,64,24,40,34,64,0,5,0,1,0,0,0,0,14,16,10,24,27,56,2,2,6,7,4,5,1,1,14,29,30,60,2,2,4,4,0,0,0,0,KO/TKO ,207,1,3,Manuel Torres,Lightweight Bout,No
130,UFC Fight Night: Blachowicz vs Rakic,Katlyn Chookagian vs Amanda Ribas,Katlyn Chookagian,Amanda Ribas,0,0,63,222,55,169,71,230,84,204,0,2,3,6,0,0,0,0,6,289,42,175,28,124,20,44,8,23,1,3,19,22,56,210,49,156,7,12,3,7,0,0,3,6,Decision - Split ,900,3,3,Katlyn Chookagian,Women's Flyweight Bout,No
131,UFC Fight Night: Blachowicz vs Rakic,Davey Grant vs Louis Smolka,Davey Grant,Louis Smolka,1,0,81,197,71,139,84,200,75,145,0,1,0,3,0,0,0,0,35,35,36,134,46,101,29,42,19,31,16,21,6,7,68,180,67,133,6,8,1,1,7,9,3,5,KO/TKO ,649,3,3,Davey Grant,Bantamweight Bout,No
132,UFC Fight Night: Blachowicz vs Rakic,Ryan Spann vs Ion Cutelaba,Ryan Spann,Ion Cutelaba,0,0,4,11,2,9,5,12,2,9,0,0,3,3,1,0,0,0,4,71,4,11,2,8,0,0,0,1,0,0,0,0,4,11,1,5,0,0,0,3,0,0,1,1,Submission ,142,1,3,Ryan Spann,Light Heavyweight Bout,No
133,UFC Fight Night: Blachowicz vs Rakic,Jan Blachowicz vs Aleksandar Rakic,Jan Blachowicz,Aleksandar Rakic,0,0,31,71,27,85,53,94,61,125,0,0,1,4,1,0,0,0,1,273,8,31,14,60,9,21,2,9,14,19,11,16,31,69,17,70,0,2,0,0,0,0,10,15,KO/TKO ,671,3,5,Jan Blachowicz,Light Heavyweight Bout,No
134,UFC 274: Oliveira vs Gaethje,Journey Newson vs Fernie Garcia,Journey Newson,Fernie Garcia,0,0,57,143,37,103,63,150,38,104,2,3,0,0,0,0,0,0,42,2,23,92,24,84,21,30,6,12,13,21,7,7,52,138,37,101,1,1,0,2,4,4,0,0,Decision - Unanimous ,900,3,3,Journey Newson,Bantamweight Bout,No
135,UFC 274: Oliveira vs Gaethje,Loopy Godinez vs Ariane Carnelossi,Ariane Carnelossi,Loopy Godinez,0,0,9,20,46,61,23,35,130,173,0,1,8,8,0,2,0,0,0,806,7,18,36,49,1,1,10,12,1,1,0,0,4,13,11,19,3,5,8,12,2,2,27,30,Decision - Unanimous ,900,3,3,Loopy Godinez,Women's Strawweight Bout,No
136,UFC 274: Oliveira vs Gaethje,CJ Vergara vs Kleydson Rodrigues,Kleydson Rodrigues,CJ Vergara,0,0,81,143,71,127,93,156,155,221,2,7,0,0,1,0,2,0,194,260,39,91,42,89,32,40,18,25,10,12,11,13,70,131,45,92,6,7,7,10,5,5,19,25,Decision - Split ,900,3,3,CJ Vergara,Flyweight Bout,No
137,UFC 274: Oliveira vs Gaethje,Tracy Cortez vs Melissa Gatto,Tracy Cortez,Melissa Gatto,0,0,36,66,30,73,70,102,49,95,2,3,3,6,1,1,1,1,474,197,25,51,25,61,6,9,3,7,5,6,2,5,14,37,27,69,2,2,0,1,20,27,3,3,Decision - Unanimous ,900,3,3,Tracy Cortez,Women's Flyweight Bout,No
138,UFC 274: Oliveira vs Gaethje,Andre Fialho vs Cameron VanCamp,Andre Fialho,Cameron VanCamp,1,0,17,24,19,31,17,24,19,31,0,0,0,0,0,0,0,0,2,0,12,19,9,19,2,2,4,6,3,3,6,6,16,23,19,31,0,0,0,0,1,1,0,0,KO/TKO ,155,1,3,Andre Fialho,Welterweight Bout,No
139,UFC 274: Oliveira vs Gaethje,Blagoy Ivanov vs Marcos Rogerio de Lima,Blagoy Ivanov,Marcos Rogerio de Lima,0,0,62,128,68,133,75,142,81,147,0,4,1,5,0,0,0,0,232,124,53,118,46,107,9,10,18,20,0,0,4,6,54,118,58,115,8,10,10,18,0,0,0,0,Decision - Unanimous ,900,3,3,Blagoy Ivanov,Heavyweight Bout,No
140,UFC 274: Oliveira vs Gaethje,Brandon Royval vs Matt Schnell,Brandon Royval,Matt Schnell,0,1,14,39,12,33,14,39,15,36,0,0,0,0,1,0,0,0,13,54,9,33,9,29,2,3,3,4,3,3,0,0,13,37,10,28,1,1,0,0,0,1,2,5,Submission ,134,1,3,Brandon Royval,Flyweight Bout,No
141,UFC 274: Oliveira vs Gaethje,Macy Chiasson vs Norma Dumont,Macy Chiasson,Norma Dumont,0,0,32,89,38,75,131,194,96,136,6,12,0,0,0,0,0,0,454,26,14,59,27,60,8,13,8,10,10,17,3,5,27,84,28,62,5,5,10,13,0,0,0,0,Decision - Split ,900,3,3,Macy Chiasson,Women's Featherweight Bout,No
142,UFC 274: Oliveira vs Gaethje,Francisco Trinaldo vs Danny Roberts,Francisco Trinaldo,Danny Roberts,0,0,80,124,36,118,91,137,44,128,0,1,0,0,1,0,0,0,261,39,62,102,15,92,16,20,12,15,2,2,9,11,51,86,27,103,21,26,8,14,8,12,1,1,Decision - Unanimous ,900,3,3,Francisco Trinaldo,Welterweight Bout,No
